"review","rating","produk","packaging","pengiriman","general"
"Kok belum ada barangnya padahal katanya tanggal 9 malah nggak di anterin
","1",0,0,-,1,0
"Sudah sampai tp tidak berfungsi dengan baik. Return","1",-1,0,0,0
"Status tertulis akan dipick up expedisi Sicepat dari toko, sampai 2 hari gak ada progress sehingga barang diterima lama. Not Recommended.","1",0,0,-1,0
"Speaker yg saya terima malah simbadda cst 330n","1",-1,0,0,0
"Produk speaker ada yang tidak bunyi sebelah","1",-1,0,0,0
"pesen hitam tapi datang gold... tidak ada konfirmasi jika hitam tidak ada. kecewa.","1",-1,0,0,0
"Barang datang sudah rusak, tidak plug and play remote tidak responsive","1",-1,0,0,0
"maaf barang saya terima tidak baik..modul/player Mp3 tombol Play/Next terangkat/lepas dan remote bagian bawah/battrai pecah terpaksa saya isolasi","1",-1,0,0,0
"Lecet dan seperti barang display
Saat di ON restart terus
Tidak bisa masuk menu
Tidak bisa di setting","1",-1,0,0,0
"kecewa ... barang yg dtang salah bukan televisi melainkan home theatre","1",-1,0,0,0
"untuk laptop packing hanya pakek kresek hitam tanpa buble tanpa peti. Mengecewakan. Apa lagi pengiriman dr jawa ke kaltim. sunguh terlalu...","1",0,-1,0,0
"kaga ada cd nya ya bos.. buat instal","1",-1,0,0,0
"Laptop tidak berfungsi normal. Spek nya bagus tapi saat instalasi aplikasi dari asus gift box berjalan lambat, aplikasi sering hang ( not responding) . melihat dari ulasan sebelumnya produk ini direview bagus , apa kebetulan saja produk yang saya terima cacat produksi ??","1",-1,0,0,0
"Saya pesan orange, dikirim hitam! Padahal sudah wanti2, tidak mau hitam, ternyata tetep dikirim hitam! Merasa jadi customer yang tidak dianggap!","1",-1,0,0,0
"smartwatch tidak mau connect dan tidak mau tampilan jammnya...mohon infonya..
","1",-1,0,0,0
"Pengiriman super lama sekali..padahal beli nya pakai gojek tapi sama kayak pengiriman paket 3hari baru sampai..","1",0,0,-1,0
"Baru berapa, gesture nya bermasalah, sensor nya tidak berfungsi","1",-1,0,0,0
"Baru kali ini belanja di blibli dpt barang jelek, jam ny gak bisa hidup padahal baterai sdh di charge 100 %. Jadi akan saya kembalikan,.. Dan maaf bintang ny cuma 1.","1",-1,0,0,0
"produk rusak ko dikirim, kelengkapan tdk lengkap","1",-1,0,0,0
"Sudah konfirmasi ke CS dan dijanjikan bahwa produk baru, bersegel dan bergaransi SEIN 1 tahun sebelum pengiriman, TERNYATA INI PRODUK SINGAPORE DAN GARANSI DARI SINGAPORE. ","1",-1,0,0,0
"Produk sudah aktif sekitar 1 bulan padahal masih dalam kemasan tersegel. Niat mau kasih kado ke orang, kecewa hasilnya tidak memuaskan","1",-1,0,0,0
"Kenapa gak bisa krim dri alamat saya... Kemaren padahal juga bisa.. Mohon di perbaiki.. ","1",0,0,0,-1
"barang rusak saat akan digunakan tidak bisa","1",-1,0,0,0
"Pengiriman sangat lama, kualitas produk ga bagus2 amat,","1",0,0,-1,0
"Produk tidak berfungsi sama sekali di 3 laptop saya dan kayanya gak lagi deh beli targus, beda sama logitech. Sudah minta retur, dibalikan dengan produk yang tidak bekerja di laptop saya, yang membingungkan di laptop blibli bisa jalan...mungkin saya perlu beli laptop mas teknisi bliblinya aja kali yah...bingung dah hehe","1",-1,0,0,0
"Bentuknya oke. Untuk mouse kerja grafis tidak recommended lah. Keentengan. Minusnya lagi produk yang diterima tutsnya tidak asyik.. ngga logitech bgt","1",-1,0,0,0
"Baarang nya gak bisa digunakan. Ini ori bukan?","1",-1,0,0,0
"Saya dapet barang tapi bentuk nya seperti barang bekas. Kotor dan lecet2.","1",-1,0,0,0
"Tv baru sampai, setelah chat 4 hari berturut2 dgn Cs Blibli, pengiriman lama banget lebih 5 hari dari estimasi maksimalnya, semoga tdk ada masalah, terimakasih ","1",0,0,-1,0
"Saya pesan TV Samsung 4K UA43NU7100 yang dikirim malah TV LG Full HD ","1",-1,0,0,0
"Nintendo wii nya sudah diterima, tapi kabel sambung ke tv nya gak ada, jadi hingga saat ini belum bisa dipakai/digunakan, mohon kabel nya dikirim, supaya barang bisa digunakan, trims","1",-1,0,0,0
"Remote plus tidak original,nunchuck nya kadang ga connect.","1",-1,0,0,0
"Order tanggal 11, baru dapat status pengiriman tanggal 14.. Barang sampai tambah lama..  Tanggal 17 baru sampai..  Lama banget ","1",0,0,-1,0
"Judul warna barang ditulis red blue tapi dikirim abu2","1",-1,0,0,0
"Saya pesan warna neon blue red tp kenapa yg dikirimkan warna grey?! Tolong seller yg jelas ya! Dan tolong ganti brg nya sesuai yg saya mau.tq","1",-1,0,0,0
"Produk yg diphoto berbeda dengan yang diharapkan","1",-1,0,0,0
"2 kali di kirim tetap salah kirim","1",-1,0,0,0
"Barang KW, tapi tidak ditulis
Kualitas produk sangat buruk","1",-1,0,0,0
"Lain barang dengan gambar...
Yang lucunya beda gambar yang di kotak dengan isinya... Wkwkwkwkwkwk aneh2 saja nih... 0 bintang harusnya ini...","1",-1,0,0,0
"Pesan warna hitam yg datang warna putih, suara biasa aja, dengan harga segitu dibanding kualitasnya tergolong mahal","1",-1,0,0,0
"Jelek kualitas barangnya. Ga bisa dipakai utk telpon. Dengar musik juga pecah. Trus baru dipake sekali udah lepas. ","1",-1,0,0,0
"Seller terlucknut di Blibli. Jual barang cacad, dus hancur, produk cuma dibungkus plastik mirip plastik obat dari dokter, tidak ada buku manual, apalagi buku garansinya mungkin sudah dijual terpisah ke tukang gorengan. Intinya ini produk palsu, bukan asli ataupun secondhand, tapi ini seperti produk homemade. Jangan beli, cukup gue dan beberapa orang lain yg tertipu. Pengiriman pun bikin gondok, lebih dari seminggu baru sampai itupun setelah komplain ke CS Blibli.","1",-1,-1,-1,0
"Gambar produk tidak sesuai realita, gambar menunjukan dua buah earphone, sehingga kita akan berasumsi kalau akan ada dua buah earpiece untuk kanan kiri telinga. Ternyata hanya satu yg datang","1",-1,0,0,0
"Kirain headset nya 1 pasang kanan kiri, ternyata 1 doangg, pas dibuka juga tempat nya pecah ga mulus","1",-1,0,0,0
"Tolong lain kali di cek sbelum kirim,brg tdk menyala,kecewa bli dikota sendiri pengiriman lama dan barang yg dtg pun mengecewakan","1",-1,0,-1,0
"Mini S530 Sport Headset with Microphone [Bluetooth V4.0] sudah saya terima. Suara jeleeeeeeek banget ,  hanya satu bukan sepasang padahal tertulisnya  ""stereo"", batere cepet drop..Kecewa berat deh.","1",-1,0,0,0
"Ternyata bluetooth earphone xiaomi ini baterenya tidak awet. Baru dipakai bbrp kali baterenya menggelembung dan tidak bisa dicharge. Dibawa ke servis center pun percuma karena barang tidak mereka garansi. Jika seller bisa membantu proses garansi akan sangat bagus","1",-1,0,0,0
"Suara bagus sekali, tp kualitas battery parah, ini produk ke 4 yg diganti krn msh masa garansi.","1",-1,0,0,0
"Handsfree tidak bisa di charge, setelah di charge penuh.. mau dipakai nggak bs dinyalakan.","1",-1,0,0,0
"Sdh lama banget pengirimanya 
Pas datang ..... no comment","1",0,0,-1,0
"barang diterima, packing bagus. isi box tidak lengkap dan tidak rapi. kecewa?? iya jelas nunggunya lebih sebulan, solusi yang ditawarkan hanya return produk dan refund dana.masa seller stock barang cuma satu??? udah lama2 nunggu harus refund dana . tau gini banyak seller lain yang juga jual produk ini, garansi resmi malah. thanks blibli atas tanggapan yang cepat terhadap konsumen.","1",-1,1,-1,0
"Barang belum saya terima tapi kenapa statusnya sudah terkirim?","1",0,0,-1,0
"Kekuatan batray  ga sampay 2jam d pake musik habis jarak hp sana alat ga lebih dari 5meter mati ","1",-1,0,0,0
"Order Item ID : 12016840408-12021305954
Nama Produk : Wanky 5530 Fashion Mini Headset (Bluetooth 4.0) Hitam
 Item SKU : WAC-16944-01400-00001

RUSAK/Tidak Dapat Pakai
BAGAIMANA GANTINYA.?","1",-1,0,0,0
